10.0,0.3,18.0,0.021139928571428573,0.033267571428571424,0.04207028571428572,0.028332571428571426,0.032013,0.03468935714285714,
20.0,0.3,82.0,0.07257778571428572,0.15255778571428572,0.1368127857142857,0.08980764285714286,0.09681264285714286,0.0992587142857143,
30.0,0.3,212.0,0.1349935,0.2991145714285714,0.2580896428571429,0.17300771428571426,0.17859042857142862,0.19483742857142855,
40.0,0.3,402.0,0.23490057142857146,0.4612282857142857,0.39598949999999994,0.2585496428571429,0.25286192857142853,0.2843941428571429,
50.0,0.3,652.0,0.3328211428571429,0.6845447142857142,0.5508892857142856,0.3707095714285714,0.34869171428571427,0.3945677857142857,
60.0,0.3,962.0,0.4295706428571429,0.9077355714285715,0.7117484285714285,0.4598063571428571,0.4483268571428572,0.4966283571428571,
70.0,0.3,1332.0,0.6434986428571428,1.1392072857142856,0.9081957857142856,0.5786367857142858,0.5545903571428571,0.6242826428571429,
80.0,0.3,1762.0,0.7587743571428572,1.4233711428571427,1.0893580714285716,0.6933268571428571,0.6551245714285716,0.756725357142857,
90.0,0.3,2252.0,0.9273700714285714,1.7133480000000003,1.3134902142857143,0.8227794285714286,0.7843679285714286,0.8913005714285716,
100.0,0.3,2802.0,1.0679675714285717,2.0323060714285712,1.5050866428571426,0.9501407857142857,0.8902968571428572,0.998401,
110.0,0.3,3412.0,1.246453357142857,2.4065704285714284,1.725747714285714,1.0938746428571429,1.0097547142857144,1.134397857142857,
120.0,0.3,4082.0,1.428556857142857,2.8444840714285715,1.9666701428571425,1.2318793571428572,1.1484075714285713,1.2940861428571429,
130.0,0.3,4812.0,1.9151276428571429,3.1694430000000002,2.2316599285714287,1.3919439285714288,1.2833381428571429,1.4391370714285716,
140.0,0.3,5602.0,2.1287839285714285,3.5958772857142853,2.500267071428571,1.5293627857142855,1.4191264285714287,1.6056209285714285,
150.0,0.3,6452.0,2.381771214285714,4.096708571428571,2.775272571428572,1.7129717142857142,1.5574865,1.7528674999999996,
160.0,0.3,7362.0,2.583048857142857,4.53401592857143,3.0279884285714287,1.8597790714285714,1.7176137857142855,1.9438367857142855,
170.0,0.3,8332.0,2.8538933571428573,4.952818214285714,3.336951285714285,2.024485928571429,1.8742279285714287,2.1202734285714286,
180.0,0.3,9362.0,3.112840285714286,5.578376285714285,3.6312984285714287,2.205313714285714,2.0187984285714284,2.2654710000000002,
190.0,0.3,10452.0,3.388159571428571,6.057356928571428,3.962990571428571,2.3993145714285715,2.177085428571429,2.4735232857142857,
200.0,0.3,11602.0,3.6532956428571426,6.623217357142858,4.3171185,2.581041785714286,2.357035142857143,2.651152214285714,
210.0,0.3,12812.0,3.9537692142857144,7.176971428571428,4.630096428571428,2.822654214285714,2.5256097857142854,2.7780537142857145,
220.0,0.3,14082.0,4.279962071428571,7.763198357142857,4.951898,2.9827605,2.7012520714285713,2.9950764999999997,
230.0,0.3,15412.0,4.622610714285714,8.47986042857143,5.302889714285713,3.2250423571428573,2.9062723571428575,3.2373580714285715,
240.0,0.3,16802.0,4.796203785714285,9.17170257142857,5.6874417857142845,3.416304071428572,3.0971162857142858,3.3955406428571426,
250.0,0.3,18252.0,5.187174928571429,9.758912285714286,6.0847695714285726,3.622244642857143,3.2727374999999994,3.593452,
260.0,0.3,19762.0,6.7735797857142845,10.531090071428569,6.561303714285714,3.8690846428571426,3.481019785714286,3.789062642857143,
270.0,0.3,21332.0,7.175612357142856,11.371349714285715,6.883732571428572,4.104884285714285,3.7190779285714286,4.044685142857143,
